street_address,laboratory,lab_data_availability,sample_id,collection_date,analysis_date,parameter,ppbv_results,ppbv_rl,ppbv_mdl,ug_m3_results,ug_m3_rl,ug_m3_mdl,dilution
Greenpoint Landing F1,Alpha Analytical,Yes,SV-32,2014-08-22,2014-08-27,2-Butanone,126,1,--,372,2.95,--,5
Greenpoint Landing F1,Alpha Analytical,Yes,SV-32,2014-08-22,2014-08-27,"cis-1,2-Dichloroethene",ND,1,--,ND,3.96,--,5
Greenpoint Landing F1,Alpha Analytical,Yes,SV-32,2014-08-22,2014-08-27,Ethyl Acetate,ND,2.5,--,ND,9.01,--,5
Greenpoint Landing F1,Alpha Analytical,Yes,SV-32,2014-08-22,2014-08-27,Chloroform,ND,1,--,ND,4.88,--,5
Greenpoint Landing F1,Alpha Analytical,Yes,SV-32,2014-08-22,2014-08-27,Tetrahydrofuran,224,1,--,661,2.95,--,5
Greenpoint Landing F1,Alpha Analytical,Yes,SV-32,2014-08-22,2014-08-27,"1,2-Dichloroethane",ND,1,--,ND,4.05,--,5
Greenpoint Landing F1,Alpha Analytical,Yes,SV-32,2014-08-22,2014-08-27,n-Hexane,7.52,1,--,26.5,3.52,--,5
Greenpoint Landing F1,Alpha Analytical,Yes,SV-32,2014-08-22,2014-08-27,"1,1,1-Trichloroethane",ND,1,--,ND,5.46,--,5
Greenpoint Landing F1,Alpha Analytical,Yes,SV-32,2014-08-22,2014-08-27,Benzene,1.34,1,--,4.28,3.19,--,5
Greenpoint Landing F1,Alpha Analytical,Yes,SV-32,2014-08-22,2014-08-27,Carbon tetrachloride,ND,1,--,ND,6.29,--,5
Greenpoint Landing F1,Alpha Analytical,Yes,SV-32,2014-08-22,2014-08-27,Cyclohexane,1.64,1,--,5.65,3.44,--,5
Greenpoint Landing F1,Alpha Analytical,Yes,SV-32,2014-08-22,2014-08-27,"1,2-Dichloropropane",ND,1,--,ND,4.62,--,5
Greenpoint Landing F1,Alpha Analytical,Yes,SV-32,2014-08-22,2014-08-27,Bromodichloromethane,ND,1,--,ND,6.7,--,5
Greenpoint Landing F1,Alpha Analytical,Yes,SV-32,2014-08-22,2014-08-27,"1,4-Dioxane",ND,1,--,ND,3.6,--,5
Greenpoint Landing F1,Alpha Analytical,Yes,SV-32,2014-08-22,2014-08-27,Trichloroethene,3.64,1,--,19.6,5.37,--,5
Greenpoint Landing F1,Alpha Analytical,Yes,SV-32,2014-08-22,2014-08-27,"2,2,4-Trimethylpentane",ND,1,--,ND,4.67,--,5
Greenpoint Landing F1,Alpha Analytical,Yes,SV-32,2014-08-22,2014-08-27,Heptane,1.91,1,--,7.83,4.1,--,5
Greenpoint Landing F1,Alpha Analytical,Yes,SV-32,2014-08-22,2014-08-27,"cis-1,3-Dichloropropene",ND,1,--,ND,4.54,--,5
Greenpoint Landing F1,Alpha Analytical,Yes,SV-32,2014-08-22,2014-08-27,4-Methyl-2-pentanone,ND,1,--,ND,4.1,--,5
Greenpoint Landing F1,Alpha Analytical,Yes,SV-32,2014-08-22,2014-08-27,"trans-1,3-Dichloropropene",ND,1,--,ND,4.54,--,5
Greenpoint Landing F1,Alpha Analytical,Yes,SV-32,2014-08-22,2014-08-27,"1,1,2-Trichloroethane",ND,1,--,ND,5.46,--,5
Greenpoint Landing F1,Alpha Analytical,Yes,SV-32,2014-08-22,2014-08-27,Toluene,85.6,1,--,323,3.77,--,5
Greenpoint Landing F1,Alpha Analytical,Yes,SV-32,2014-08-22,2014-08-27,2-Hexanone,ND,1,--,ND,4.1,--,5
Greenpoint Landing F1,Alpha Analytical,Yes,SV-32,2014-08-22,2014-08-27,Dibromochloromethane,ND,1,--,ND,8.52,--,5
Greenpoint Landing F1,Alpha Analytical,Yes,SV-32,2014-08-22,2014-08-27,"1,2-Dibromoethane",ND,1,--,ND,7.69,--,5
Greenpoint Landing F1,Alpha Analytical,Yes,SV-32,2014-08-22,2014-08-27,Tetrachloroethene,ND,1,--,ND,6.78,--,5
Greenpoint Landing F1,Alpha Analytical,Yes,SV-32,2014-08-22,2014-08-27,Chlorobenzene,ND,1,--,ND,4.61,--,5
Greenpoint Landing F1,Alpha Analytical,Yes,SV-32,2014-08-22,2014-08-27,Ethylbenzene,1.56,1,--,6.78,4.34,--,5
Greenpoint Landing F1,Alpha Analytical,Yes,SV-32,2014-08-22,2014-08-27,p/m-Xylene,5.3,2,--,23,8.69,--,5
Greenpoint Landing F1,Alpha Analytical,Yes,SV-32,2014-08-22,2014-08-27,Bromoform,ND,1,--,ND,10.3,--,5
Greenpoint Landing F1,Alpha Analytical,Yes,SV-32,2014-08-22,2014-08-27,Styrene,ND,1,--,ND,4.26,--,5
Greenpoint Landing F1,Alpha Analytical,Yes,SV-32,2014-08-22,2014-08-27,"1,1,2,2-Tetrachloroethane",ND,1,--,ND,6.87,--,5
Greenpoint Landing F1,Alpha Analytical,Yes,SV-32,2014-08-22,2014-08-27,o-Xylene,2.48,1,--,10.8,4.34,--,5
Greenpoint Landing F1,Alpha Analytical,Yes,SV-32,2014-08-22,2014-08-27,4-Ethyltoluene,ND,1,--,ND,4.92,--,5
Greenpoint Landing F1,Alpha Analytical,Yes,SV-32,2014-08-22,2014-08-27,"1,3,5-Trimethylbenzene",ND,1,--,ND,4.92,--,5
Greenpoint Landing F1,Alpha Analytical,Yes,SV-32,2014-08-22,2014-08-27,"1,2,4-Trimethylbenzene",1.49,1,--,7.33,4.92,--,5
Greenpoint Landing F1,Alpha Analytical,Yes,SV-32,2014-08-22,2014-08-27,Benzyl chloride,ND,1,--,ND,5.18,--,5
Greenpoint Landing F1,Alpha Analytical,Yes,SV-32,2014-08-22,2014-08-27,"1,3-Dichlorobenzene",6.09,1,--,36.6,6.01,--,5
Greenpoint Landing F1,Alpha Analytical,Yes,SV-32,2014-08-22,2014-08-27,"1,4-Dichlorobenzene",ND,1,--,ND,6.01,--,5
Greenpoint Landing F1,Alpha Analytical,Yes,SV-32,2014-08-22,2014-08-27,"1,2-Dichlorobenzene",ND,1,--,ND,6.01,--,5
Greenpoint Landing F1,Alpha Analytical,Yes,SV-32,2014-08-22,2014-08-27,"1,2,4-Trichlorobenzene",ND,1,--,ND,7.42,--,5
Greenpoint Landing F1,Alpha Analytical,Yes,SV-32,2014-08-22,2014-08-27,Hexachlorobutadiene,ND,1,--,ND,10.7,--,5
Greenpoint Landing F1,Alpha Analytical,Yes,SVDUP,2014-08-22,2014-08-28,Dichlorodifluoromethane,ND,0.667,--,ND,3.3,--,3.333
Greenpoint Landing F1,Alpha Analytical,Yes,SVDUP,2014-08-22,2014-08-28,Chloromethane,0.936,0.667,--,1.93,1.38,--,3.333
Greenpoint Landing F1,Alpha Analytical,Yes,SVDUP,2014-08-22,2014-08-28,Freon-114,ND,0.667,--,ND,4.66,--,3.333
Greenpoint Landing F1,Alpha Analytical,Yes,SVDUP,2014-08-22,2014-08-28,Vinyl chloride,ND,0.667,--,ND,1.71,--,3.333
Greenpoint Landing F1,Alpha Analytical,Yes,SVDUP,2014-08-22,2014-08-28,"1,3-Butadiene",4.5,0.667,--,9.96,1.48,--,3.333
Greenpoint Landing F1,Alpha Analytical,Yes,SVDUP,2014-08-22,2014-08-28,Bromomethane,ND,0.667,--,ND,2.59,--,3.333
Greenpoint Landing F1,Alpha Analytical,Yes,SVDUP,2014-08-22,2014-08-28,Chloroethane,ND,0.667,--,ND,1.76,--,3.333
Greenpoint Landing F1,Alpha Analytical,Yes,SVDUP,2014-08-22,2014-08-28,Ethanol,700,8.33,--,1320,15.7,--,3.333
Greenpoint Landing F1,Alpha Analytical,Yes,SVDUP,2014-08-22,2014-08-28,Vinyl bromide,ND,0.667,--,ND,2.92,--,3.333
Greenpoint Landing F1,Alpha Analytical,Yes,SVDUP,2014-08-22,2014-08-28,Acetone,590,3.33,--,1400,7.91,--,3.333
Greenpoint Landing F1,Alpha Analytical,Yes,SVDUP,2014-08-22,2014-08-28,Trichlorofluoromethane,ND,0.667,--,ND,3.75,--,3.333
Greenpoint Landing F1,Alpha Analytical,Yes,SVDUP,2014-08-22,2014-08-28,Isopropanol,297,1.67,--,730,4.1,--,3.333
Greenpoint Landing F1,Alpha Analytical,Yes,SVDUP,2014-08-22,2014-08-28,"1,1-Dichloroethene",ND,0.667,--,ND,2.64,--,3.333
Greenpoint Landing F1,Alpha Analytical,Yes,SVDUP,2014-08-22,2014-08-28,Tertiary butyl Alcohol,2.76,1.67,--,8.37,5.06,--,3.333
Greenpoint Landing F1,Alpha Analytical,Yes,SVDUP,2014-08-22,2014-08-28,Methylene chloride,ND,1.67,--,ND,5.8,--,3.333
Greenpoint Landing F1,Alpha Analytical,Yes,SVDUP,2014-08-22,2014-08-28,3-Chloropropene,ND,0.667,--,ND,2.09,--,3.333
Greenpoint Landing F1,Alpha Analytical,Yes,SVDUP,2014-08-22,2014-08-28,Carbon disulfide,9,0.667,--,28,2.08,--,3.333
Greenpoint Landing F1,Alpha Analytical,Yes,SVDUP,2014-08-22,2014-08-28,Freon-113,ND,0.667,--,ND,5.11,--,3.333
Greenpoint Landing F1,Alpha Analytical,Yes,SVDUP,2014-08-22,2014-08-28,"trans-1,2-Dichloroethene",1.71,0.667,--,6.78,2.64,--,3.333
Greenpoint Landing F1,Alpha Analytical,Yes,SVDUP,2014-08-22,2014-08-28,"1,1-Dichloroethane",2.81,0.667,--,11.4,2.7,--,3.333
Greenpoint Landing F1,Alpha Analytical,Yes,SVDUP,2014-08-22,2014-08-28,Methyl tert butyl ether,ND,0.667,--,ND,2.4,--,3.333
Greenpoint Landing F1,Alpha Analytical,Yes,SVDUP,2014-08-22,2014-08-28,2-Butanone,147,0.667,--,434,1.97,--,3.333
Greenpoint Landing F1,Alpha Analytical,Yes,SVDUP,2014-08-22,2014-08-28,"cis-1,2-Dichloroethene",ND,0.667,--,ND,2.64,--,3.333
Greenpoint Landing F1,Alpha Analytical,Yes,SVDUP,2014-08-22,2014-08-28,Ethyl Acetate,ND,1.67,--,ND,6.02,--,3.333
Greenpoint Landing F1,Alpha Analytical,Yes,SVDUP,2014-08-22,2014-08-28,Chloroform,0.683,0.667,--,3.34,3.26,--,3.333
Greenpoint Landing F1,Alpha Analytical,Yes,SVDUP,2014-08-22,2014-08-28,Tetrahydrofuran,283,0.667,--,835,1.97,--,3.333
Greenpoint Landing F1,Alpha Analytical,Yes,SVDUP,2014-08-22,2014-08-28,"1,2-Dichloroethane",ND,0.667,--,ND,2.7,--,3.333
Greenpoint Landing F1,Alpha Analytical,Yes,SVDUP,2014-08-22,2014-08-28,n-Hexane,21,0.667,--,74,2.35,--,3.333
Greenpoint Landing F1,Alpha Analytical,Yes,SVDUP,2014-08-22,2014-08-28,"1,1,1-Trichloroethane",ND,0.667,--,ND,3.64,--,3.333
Greenpoint Landing F1,Alpha Analytical,Yes,SVDUP,2014-08-22,2014-08-28,Benzene,2.47,0.667,--,7.89,2.13,--,3.333
Greenpoint Landing F1,Alpha Analytical,Yes,SVDUP,2014-08-22,2014-08-28,Carbon tetrachloride,ND,0.667,--,ND,4.2,--,3.333
Greenpoint Landing F1,Alpha Analytical,Yes,SVDUP,2014-08-22,2014-08-28,Cyclohexane,7.17,0.667,--,24.7,2.3,--,3.333
Greenpoint Landing F1,Alpha Analytical,Yes,SVDUP,2014-08-22,2014-08-28,"1,2-Dichloropropane",ND,0.667,--,ND,3.08,--,3.333
Greenpoint Landing F1,Alpha Analytical,Yes,SVDUP,2014-08-22,2014-08-28,Bromodichloromethane,ND,0.667,--,ND,4.47,--,3.333
Greenpoint Landing F1,Alpha Analytical,Yes,SVDUP,2014-08-22,2014-08-28,"1,4-Dioxane",ND,0.667,--,ND,2.4,--,3.333
Greenpoint Landing F1,Alpha Analytical,Yes,SVDUP,2014-08-22,2014-08-28,Trichloroethene,ND,0.667,--,ND,3.58,--,3.333
Greenpoint Landing F1,Alpha Analytical,Yes,SVDUP,2014-08-22,2014-08-28,"2,2,4-Trimethylpentane",0.95,0.667,--,4.44,3.12,--,3.333
Greenpoint Landing F1,Alpha Analytical,Yes,SVDUP,2014-08-22,2014-08-28,Heptane,4.38,0.667,--,17.9,2.73,--,3.333
Greenpoint Landing F1,Alpha Analytical,Yes,SVDUP,2014-08-22,2014-08-28,"cis-1,3-Dichloropropene",ND,0.667,--,ND,3.03,--,3.333
Greenpoint Landing F1,Alpha Analytical,Yes,SVDUP,2014-08-22,2014-08-28,4-Methyl-2-pentanone,ND,0.667,--,ND,2.73,--,3.333
Greenpoint Landing F1,Alpha Analytical,Yes,SVDUP,2014-08-22,2014-08-28,"trans-1,3-Dichloropropene",ND,0.667,--,ND,3.03,--,3.333
Greenpoint Landing F1,Alpha Analytical,Yes,SVDUP,2014-08-22,2014-08-28,"1,1,2-Trichloroethane",ND,0.667,--,ND,3.64,--,3.333
Greenpoint Landing F1,Alpha Analytical,Yes,SVDUP,2014-08-22,2014-08-28,Toluene,120,0.667,--,452,2.51,--,3.333
Greenpoint Landing F1,Alpha Analytical,Yes,SVDUP,2014-08-22,2014-08-28,2-Hexanone,ND,0.667,--,ND,2.73,--,3.333
Greenpoint Landing F1,Alpha Analytical,Yes,SVDUP,2014-08-22,2014-08-28,Dibromochloromethane,ND,0.667,--,ND,5.68,--,3.333
Greenpoint Landing F1,Alpha Analytical,Yes,SVDUP,2014-08-22,2014-08-28,"1,2-Dibromoethane",ND,0.667,--,ND,5.13,--,3.333
Greenpoint Landing F1,Alpha Analytical,Yes,SVDUP,2014-08-22,2014-08-28,Tetrachloroethene,ND,0.667,--,ND,4.52,--,3.333
Greenpoint Landing F1,Alpha Analytical,Yes,SVDUP,2014-08-22,2014-08-28,Chlorobenzene,ND,0.667,--,ND,3.07,--,3.333
Greenpoint Landing F1,Alpha Analytical,Yes,SVDUP,2014-08-22,2014-08-28,Ethylbenzene,1.83,0.667,--,7.95,2.9,--,3.333
Greenpoint Landing F1,Alpha Analytical,Yes,SVDUP,2014-08-22,2014-08-28,p/m-Xylene,5.95,1.33,--,25.8,5.78,--,3.333
Greenpoint Landing F1,Alpha Analytical,Yes,SVDUP,2014-08-22,2014-08-28,Bromoform,ND,0.667,--,ND,6.9,--,3.333
Greenpoint Landing F1,Alpha Analytical,Yes,SVDUP,2014-08-22,2014-08-28,Styrene,ND,0.667,--,ND,2.84,--,3.333
Greenpoint Landing F1,Alpha Analytical,Yes,SVDUP,2014-08-22,2014-08-28,"1,1,2,2-Tetrachloroethane",ND,0.667,--,ND,4.58,--,3.333
Greenpoint Landing F1,Alpha Analytical,Yes,SVDUP,2014-08-22,2014-08-28,o-Xylene,2.75,0.667,--,11.9,2.9,--,3.333
Greenpoint Landing F1,Alpha Analytical,Yes,SVDUP,2014-08-22,2014-08-28,4-Ethyltoluene,ND,0.667,--,ND,3.28,--,3.333
Greenpoint Landing F1,Alpha Analytical,Yes,SVDUP,2014-08-22,2014-08-28,"1,3,5-Trimethylbenzene",ND,0.667,--,ND,3.28,--,3.333
Greenpoint Landing F1,Alpha Analytical,Yes,SVDUP,2014-08-22,2014-08-28,"1,2,4-Trimethylbenzene",1.12,0.667,--,5.51,3.28,--,3.333
Greenpoint Landing F1,Alpha Analytical,Yes,SVDUP,2014-08-22,2014-08-28,Benzyl chloride,ND,0.667,--,ND,3.45,--,3.333
Greenpoint Landing F1,Alpha Analytical,Yes,SVDUP,2014-08-22,2014-08-28,"1,3-Dichlorobenzene",1.82,0.667,--,10.9,4.01,--,3.333
Greenpoint Landing F1,Alpha Analytical,Yes,SVDUP,2014-08-22,2014-08-28,"1,4-Dichlorobenzene",ND,0.667,--,ND,4.01,--,3.333
Greenpoint Landing F1,Alpha Analytical,Yes,SVDUP,2014-08-22,2014-08-28,"1,2-Dichlorobenzene",ND,0.667,--,ND,4.01,--,3.333
Greenpoint Landing F1,Alpha Analytical,Yes,SVDUP,2014-08-22,2014-08-28,"1,2,4-Trichlorobenzene",ND,0.667,--,ND,4.95,--,3.333
Greenpoint Landing F1,Alpha Analytical,Yes,SVDUP,2014-08-22,2014-08-28,Hexachlorobutadiene,ND,0.667,--,ND,7.11,--,3.333
Greenpoint Landing H3,Alpha Analytical,Yes,AA01,2018-08-02,2018-08-11,Dichlorodifluoromethane,0.38,0.259,--,1.88,1.28,--,1.297
Greenpoint Landing H3,Alpha Analytical,Yes,AA01,2018-08-02,2018-08-11,Chloromethane,0.504,0.259,--,1.04,0.535,--,1.297
Greenpoint Landing H3,Alpha Analytical,Yes,AA01,2018-08-02,2018-08-11,"1,2-Dichloro-1,1,2,2-tetrafluoroethane",ND,0.259,--,ND,1.81,--,1.297
Greenpoint Landing H3,Alpha Analytical,Yes,AA01,2018-08-02,2018-08-11,Vinyl chloride,ND,0.259,--,ND,0.662,--,1.297
Greenpoint Landing H3,Alpha Analytical,Yes,AA01,2018-08-02,2018-08-11,"1,3-Butadiene",ND,0.259,--,ND,0.573,--,1.297
Greenpoint Landing H3,Alpha Analytical,Yes,AA01,2018-08-02,2018-08-11,Bromomethane,ND,0.259,--,ND,1.01,--,1.297
Greenpoint Landing H3,Alpha Analytical,Yes,AA01,2018-08-02,2018-08-11,Chloroethane,ND,0.259,--,ND,0.683,--,1.297
Greenpoint Landing H3,Alpha Analytical,Yes,AA01,2018-08-02,2018-08-11,Ethyl Alcohol,ND,6.48,--,ND,12.2,--,1.297
Greenpoint Landing H3,Alpha Analytical,Yes,AA01,2018-08-02,2018-08-11,Vinyl bromide,ND,0.259,--,ND,1.13,--,1.297
Greenpoint Landing H3,Alpha Analytical,Yes,AA01,2018-08-02,2018-08-11,Acetone,5.67,1.3,--,13.5,3.09,--,1.297
Greenpoint Landing H3,Alpha Analytical,Yes,AA01,2018-08-02,2018-08-11,Trichlorofluoromethane,ND,0.259,--,ND,1.46,--,1.297
Greenpoint Landing H3,Alpha Analytical,Yes,AA01,2018-08-02,2018-08-11,iso-Propyl Alcohol,ND,0.648,--,ND,1.59,--,1.297
Greenpoint Landing H3,Alpha Analytical,Yes,AA01,2018-08-02,2018-08-11,"1,1-Dichloroethene",ND,0.259,--,ND,1.03,--,1.297
Greenpoint Landing H3,Alpha Analytical,Yes,AA01,2018-08-02,2018-08-11,tert-Butyl Alcohol,ND,0.648,--,ND,1.96,--,1.297
Greenpoint Landing H3,Alpha Analytical,Yes,AA01,2018-08-02,2018-08-11,Methylene chloride,0.859,0.648,--,2.98,2.25,--,1.297
Greenpoint Landing H3,Alpha Analytical,Yes,AA01,2018-08-02,2018-08-11,3-Chloropropene,ND,0.259,--,ND,0.811,--,1.297
Greenpoint Landing H3,Alpha Analytical,Yes,AA01,2018-08-02,2018-08-11,Carbon disulfide,ND,0.259,--,ND,0.807,--,1.297
Greenpoint Landing H3,Alpha Analytical,Yes,AA01,2018-08-02,2018-08-11,"1,1,2-Trichloro-1,2,2-Trifluoroethane",ND,0.259,--,ND,1.99,--,1.297
Greenpoint Landing H3,Alpha Analytical,Yes,AA01,2018-08-02,2018-08-11,"trans-1,2-Dichloroethene",ND,0.259,--,ND,1.03,--,1.297
Greenpoint Landing H3,Alpha Analytical,Yes,AA01,2018-08-02,2018-08-11,"1,1-Dichloroethane",ND,0.259,--,ND,1.05,--,1.297
Greenpoint Landing H3,Alpha Analytical,Yes,AA01,2018-08-02,2018-08-11,Methyl tert butyl ether,ND,0.259,--,ND,0.934,--,1.297
Greenpoint Landing H3,Alpha Analytical,Yes,AA01,2018-08-02,2018-08-11,2-Butanone,ND,0.648,--,ND,1.91,--,1.297
Greenpoint Landing H3,Alpha Analytical,Yes,AA01,2018-08-02,2018-08-11,"cis-1,2-Dichloroethene",ND,0.259,--,ND,1.03,--,1.297
Greenpoint Landing H3,Alpha Analytical,Yes,AA01,2018-08-02,2018-08-11,Ethyl Acetate,ND,0.648,--,ND,2.34,--,1.297
Greenpoint Landing H3,Alpha Analytical,Yes,AA01,2018-08-02,2018-08-11,Chloroform,ND,0.259,--,ND,1.26,--,1.297
Greenpoint Landing H3,Alpha Analytical,Yes,AA01,2018-08-02,2018-08-11,Tetrahydrofuran,ND,0.648,--,ND,1.91,--,1.297
Greenpoint Landing H3,Alpha Analytical,Yes,AA01,2018-08-02,2018-08-11,"1,2-Dichloroethane",ND,0.259,--,ND,1.05,--,1.297
Greenpoint Landing H3,Alpha Analytical,Yes,AA01,2018-08-02,2018-08-11,n-Hexane,ND,0.259,--,ND,0.913,--,1.297
Greenpoint Landing H3,Alpha Analytical,Yes,AA01,2018-08-02,2018-08-11,"1,1,1-Trichloroethane",ND,0.259,--,ND,1.41,--,1.297
Greenpoint Landing H3,Alpha Analytical,Yes,AA01,2018-08-02,2018-08-11,Benzene,ND,0.259,--,ND,0.827,--,1.297
Greenpoint Landing H3,Alpha Analytical,Yes,AA01,2018-08-02,2018-08-11,Carbon tetrachloride,ND,0.259,--,ND,1.63,--,1.297
Greenpoint Landing H3,Alpha Analytical,Yes,AA01,2018-08-02,2018-08-11,Cyclohexane,ND,0.259,--,ND,0.892,--,1.297
Greenpoint Landing H3,Alpha Analytical,Yes,AA01,2018-08-02,2018-08-11,"1,2-Dichloropropane",ND,0.259,--,ND,1.2,--,1.297
Greenpoint Landing H3,Alpha Analytical,Yes,AA01,2018-08-02,2018-08-11,Bromodichloromethane,ND,0.259,--,ND,1.74,--,1.297
Greenpoint Landing H3,Alpha Analytical,Yes,AA01,2018-08-02,2018-08-11,"1,4-Dioxane",ND,0.259,--,ND,0.933,--,1.297
Greenpoint Landing H3,Alpha Analytical,Yes,AA01,2018-08-02,2018-08-11,Trichloroethene,ND,0.259,--,ND,1.39,--,1.297
Greenpoint Landing H3,Alpha Analytical,Yes,AA01,2018-08-02,2018-08-11,"2,2,4-Trimethylpentane",ND,0.259,--,ND,1.21,--,1.297
Greenpoint Landing H3,Alpha Analytical,Yes,AA01,2018-08-02,2018-08-11,Heptane,ND,0.259,--,ND,1.06,--,1.297
Greenpoint Landing H3,Alpha Analytical,Yes,AA01,2018-08-02,2018-08-11,"cis-1,3-Dichloropropene",ND,0.259,--,ND,1.18,--,1.297
Greenpoint Landing H3,Alpha Analytical,Yes,AA01,2018-08-02,2018-08-11,4-Methyl-2-pentanone,ND,0.648,--,ND,2.66,--,1.297
Greenpoint Landing H3,Alpha Analytical,Yes,AA01,2018-08-02,2018-08-11,"trans-1,3-Dichloropropene",ND,0.259,--,ND,1.18,--,1.297
Greenpoint Landing H3,Alpha Analytical,Yes,AA01,2018-08-02,2018-08-11,"1,1,2-Trichloroethane",ND,0.259,--,ND,1.41,--,1.297
Greenpoint Landing H3,Alpha Analytical,Yes,AA01,2018-08-02,2018-08-11,Toluene,0.259,0.259,--,0.976,0.976,--,1.297
Greenpoint Landing H3,Alpha Analytical,Yes,AA01,2018-08-02,2018-08-11,2-Hexanone,ND,0.259,--,ND,1.06,--,1.297
Greenpoint Landing H3,Alpha Analytical,Yes,AA01,2018-08-02,2018-08-11,Dibromochloromethane,ND,0.259,--,ND,2.21,--,1.297
Greenpoint Landing H3,Alpha Analytical,Yes,AA01,2018-08-02,2018-08-11,"1,2-Dibromoethane",ND,0.259,--,ND,1.99,--,1.297
Greenpoint Landing H3,Alpha Analytical,Yes,AA01,2018-08-02,2018-08-11,Tetrachloroethene,ND,0.259,--,ND,1.76,--,1.297
Greenpoint Landing H3,Alpha Analytical,Yes,AA01,2018-08-02,2018-08-11,Chlorobenzene,ND,0.259,--,ND,1.19,--,1.297
Greenpoint Landing H3,Alpha Analytical,Yes,AA01,2018-08-02,2018-08-11,Ethylbenzene,ND,0.259,--,ND,1.12,--,1.297
Greenpoint Landing H3,Alpha Analytical,Yes,AA01,2018-08-02,2018-08-11,p/m-Xylene,ND,0.519,--,ND,2.25,--,1.297
Greenpoint Landing H3,Alpha Analytical,Yes,AA01,2018-08-02,2018-08-11,Bromoform,ND,0.259,--,ND,2.68,--,1.297
Greenpoint Landing H3,Alpha Analytical,Yes,AA01,2018-08-02,2018-08-11,Styrene,ND,0.259,--,ND,1.1,--,1.297
Greenpoint Landing H3,Alpha Analytical,Yes,AA01,2018-08-02,2018-08-11,"1,1,2,2-Tetrachloroethane",ND,0.259,--,ND,1.78,--,1.297
Greenpoint Landing H3,Alpha Analytical,Yes,AA01,2018-08-02,2018-08-11,o-Xylene,ND,0.259,--,ND,1.12,--,1.297
Greenpoint Landing H3,Alpha Analytical,Yes,AA01,2018-08-02,2018-08-11,4-Ethyltoluene,ND,0.259,--,ND,1.27,--,1.297
Greenpoint Landing H3,Alpha Analytical,Yes,AA01,2018-08-02,2018-08-11,"1,3,5-Trimethylbenzene",ND,0.259,--,ND,1.27,--,1.297
Greenpoint Landing H3,Alpha Analytical,Yes,AA01,2018-08-02,2018-08-11,"1,2,4-Trimethylbenzene",ND,0.259,--,ND,1.27,--,1.297
Greenpoint Landing H3,Alpha Analytical,Yes,AA01,2018-08-02,2018-08-11,Benzyl chloride,ND,0.259,--,ND,1.34,--,1.297
Greenpoint Landing H3,Alpha Analytical,Yes,AA01,2018-08-02,2018-08-11,"1,3-Dichlorobenzene",ND,0.259,--,ND,1.56,--,1.297
Greenpoint Landing H3,Alpha Analytical,Yes,AA01,2018-08-02,2018-08-11,"1,4-Dichlorobenzene",ND,0.259,--,ND,1.56,--,1.297
Greenpoint Landing H3,Alpha Analytical,Yes,AA01,2018-08-02,2018-08-11,"1,2-Dichlorobenzene",ND,0.259,--,ND,1.56,--,1.297
Greenpoint Landing H3,Alpha Analytical,Yes,AA01,2018-08-02,2018-08-11,"1,2,4-Trichlorobenzene",ND,0.259,--,ND,1.92,--,1.297
Greenpoint Landing H3,Alpha Analytical,Yes,AA01,2018-08-02,2018-08-11,Hexachlorobutadiene,ND,0.259,--,ND,2.76,--,1.297
Greenpoint Landing H3,Alpha Analytical,Yes,SV01,2018-08-02,2018-08-12,Dichlorodifluoromethane,ND,1,--,ND,4.94,--,5
Greenpoint Landing H3,Alpha Analytical,Yes,SV01,2018-08-02,2018-08-12,Chloromethane,ND,1,--,ND,2.07,--,5
Greenpoint Landing H3,Alpha Analytical,Yes,SV01,2018-08-02,2018-08-12,"1,2-Dichloro-1,1,2,2-tetrafluoroethane",ND,1,--,ND,6.99,--,5
Greenpoint Landing H3,Alpha Analytical,Yes,SV01,2018-08-02,2018-08-12,"1,3-Butadiene",ND,1,--,ND,2.21,--,5
Greenpoint Landing H3,Alpha Analytical,Yes,SV01,2018-08-02,2018-08-12,Bromomethane,ND,1,--,ND,3.88,--,5
Greenpoint Landing H3,Alpha Analytical,Yes,SV01,2018-08-02,2018-08-12,Chloroethane,ND,1,--,ND,2.64,--,5
Greenpoint Landing H3,Alpha Analytical,Yes,SV01,2018-08-02,2018-08-12,Ethyl Alcohol,32.7,25,--,61.6,47.1,--,5
Greenpoint Landing H3,Alpha Analytical,Yes,SV01,2018-08-02,2018-08-12,Vinyl bromide,ND,1,--,ND,4.37,--,5
Greenpoint Landing H3,Alpha Analytical,Yes,SV01,2018-08-02,2018-08-12,Acetone,732,5,--,1740,11.9,--,5
Greenpoint Landing H3,Alpha Analytical,Yes,SV01,2018-08-02,2018-08-12,Trichlorofluoromethane,2.59,1,--,14.6,5.62,--,5
Greenpoint Landing H3,Alpha Analytical,Yes,SV01,2018-08-02,2018-08-12,iso-Propyl Alcohol,3.56,2.5,--,8.75,6.15,--,5
Greenpoint Landing H3,Alpha Analytical,Yes,SV01,2018-08-02,2018-08-12,tert-Butyl Alcohol,3.76,2.5,--,11.4,7.58,--,5
Greenpoint Landing H3,Alpha Analytical,Yes,SV01,2018-08-02,2018-08-12,Methylene chloride,ND,2.5,--,ND,8.69,--,5
Greenpoint Landing H3,Alpha Analytical,Yes,SV01,2018-08-02,2018-08-12,3-Chloropropene,ND,1,--,ND,3.13,--,5
